"subject","type","item","condition","question","correct_answer","response","response_time","group_G","question_type_G","ambiguity_G","ambiguity","group","question_type"
"Non-Native 4","gp",5,"d","!","{The_boy}",1,1737,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 4","gp",17,"d","!","{The_terrorist}",1,1368,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 4","gp",15,"b","!","{The_aunt_dressed_herself}",1,2851,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 4","gp",23,"b","!","{The_mother_washed_the_child}",0,2509,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 4","gp",13,"d","!","{The_boy}",1,1439,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 4","gp",16,"c","!","{The_assistant}",1,2195,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 4","gp",14,"a","!","{The_doctor_woke_himself_up}",1,2759,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 4","gp",24,"c","!","{The_director}",1,2279,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 4","gp",8,"c","!","{The_boy}",1,2493,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 4","gp",11,"b","!","{The_lady_woke_herself_up}",1,2577,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 4","gp",19,"b","!","{The_coach_calmed_himself_down}",1,3826,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 4","gp",2,"a","!","{The_mother_dressed_herself}",1,2182,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 4","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,3045,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 4","gp",7,"b","!","{The_man_woke_himself_up}",1,2141,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 4","gp",12,"c","!","{The_baby}",1,1776,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 4","gp",4,"c","!","{The_friend}",1,1657,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 4","gp",1,"d","!","{The_man}",1,1932,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 4","gp",21,"d","!","{The_child}",1,1496,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 4","gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,2441,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 4","gp",9,"d","!","{The_singer}",1,1511,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 4","gp",6,"a","!","{The_two_kids_fought_each_other}",1,2314,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 4","gp",3,"b","!","{The_two_journalists_met_each_other}",1,2089,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 4","gp",18,"a","!","{The_father_washed_the_baby}",0,2391,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 5","gp",7,"c","!","{The_lady}",1,1867,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 5","gp",6,"b","!","{The_two_kids_fought_each_other}",1,3468,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 5","gp",9,"a","!","{The_pianist_calmed_himself_down}",1,3490,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 5","gp",17,"a","!","{The_two_men_fought_the_terrorist}",0,3438,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 5","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,3190,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 5","gp",8,"d","!","{The_boy}",1,1988,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 5","gp",4,"d","!","{The_friend}",1,5327,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 5","gp",20,"d","!","{The_man}",1,3111,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 5","gp",19,"c","!","{The_coach}",0,6618,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 5","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3276,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 5","gp",16,"d","!","{The_assistant}",1,1877,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 5","gp",24,"d","!","{The_director}",1,1794,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 5","gp",23,"c","!","{The_mother}",0,7406,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 5","gp",2,"b","!","{The_mother_dressed_herself}",1,6579,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 5","gp",21,"a","!","{Anna_dressed_the_child}",0,2758,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 5","gp",1,"a","!","{The_lawyer_calmed_the_man_down}",0,3284,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 5","gp",12,"d","!","{The_baby}",1,1353,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 5","gp",15,"c","!","{The_aunt}",0,1488,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 5","gp",11,"c","!","{The_lady}",0,1257,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 5","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,6948,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 5","gp",3,"c","!","{The_two_journalists}",0,1536,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 5","gp",13,"a","!","{The_girl_calmed_the_boy_down}",0,2158,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 5","gp",5,"a","!","{The_father_washed_the_boy}",0,1898,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 5","gp",18,"b","!","{The_father_washed_the_baby}",0,1804,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 6","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,4441,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 6","gp",17,"b","!","{The_two_men_fought_the_terrorist}",0,5532,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 6","gp",6,"c","!","{The_two_kids}",0,5570,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 6","gp",24,"a","!","{The_two_actresses_met_the_director}",0,3679,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 6","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,4676,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 6","gp",16,"a","!","{The_researcher_woke_himself_up}",1,9455,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 6","gp",14,"c","!","{The_doctor}",0,4588,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 6","gp",19,"d","!","{The_basketball_player}",1,3152,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 6","gp",7,"d","!","{The_lady}",1,1644,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 6","gp",22,"c","!","{The_coach}",1,1262,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 6","gp",5,"b","!","{The_father_washed_himself}",1,3513,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 6","gp",21,"b","!","{Anna_dressed_herself}",1,3612,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 6","gp",11,"d","!","{The_friend}",1,2256,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 6","gp",13,"b","!","{The_girl_calmed_herself_down}",1,3285,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 6","gp",20,"a","!","{The_two_friends_met_the_man}",0,3757,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 6","gp",18,"c","!","{The_baby}",1,1635,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 6","gp",15,"d","!","{The_boy}",1,1660,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 6","gp",3,"d","!","{The_president}",1,2552,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 6","gp",12,"a","!","{The_nurse_washed_the_baby}",0,3584,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 6","gp",8,"a","!","{Mary_dressed_the_boy}",0,2560,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 6","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,3607,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 6","gp",10,"c","!","{The_General}",1,6749,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 6","gp",2,"c","!","{The_mother}",0,1582,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 6","gp",23,"d","!","{The_child}",1,2842,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 7","gp",5,"c","!","{The_father}",0,3028,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 7","gp",20,"b","!","{The_two_friends_met_each_other}",1,5797,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 7","gp",21,"c","!","{The_child}",1,2320,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 7","gp",12,"b","!","{The_nurse_washed_herself}",1,10963,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 7","gp",14,"d","!","{The_nurse}",1,2631,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 7","gp",2,"d","!","{The_baby}",1,2413,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 7","gp",16,"b","!","{The_researcher_woke_himself_up}",1,10960,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 7","gp",22,"d","!","{The_coach}",1,2860,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 7","gp",17,"c","!","{The_terrorist}",1,2472,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 7","gp",7,"a","!","{The_man_woke_himself_up}",1,6151,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 7","gp",6,"d","!","{The_neighbour}",1,4269,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 7","gp",11,"a","!","{The_lady_woke_her_friend_up}",0,6908,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 7","gp",19,"a","!","{The_coach_calmed_himself_down}",1,7088,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 7","gp",18,"d","!","{The_baby}",1,2661,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 7","gp",9,"c","!","{The_singer}",1,4447,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 7","gp",23,"a","!","{The_mother_washed_the_child}",0,4936,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 7","gp",1,"c","!","{The_man}",1,2799,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 7","gp",24,"b","!","{The_two_actresses_met_each_other}",1,6074,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 7","gp",8,"b","!","{Mary_dressed_herself}",1,6419,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 7","gp",4,"b","!","{The_two_children_hugged_their_friend}",0,9450,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 7","gp",13,"c","!","{The_boy}",1,2837,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 7","gp",10,"d","!","{The_General}",1,3391,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 7","gp",3,"a","!","{The_two_journalists_met_each_other}",1,13220,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 7","gp",15,"a","!","{The_aunt_dressed_the_boy}",0,4596,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 8","gp",2,"a","!","{The_mother_dressed_the_baby}",0,3146,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 8","gp",14,"a","!","{The_doctor_woke_himself_up}",1,4218,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 8","gp",20,"c","!","{The_man}",1,1975,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 8","gp",9,"d","!","{The_singer}",1,2159,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 8","gp",7,"b","!","{The_man_woke_himself_up}",1,1996,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 8","gp",12,"c","!","{The_baby}",1,1412,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 8","gp",6,"a","!","{The_two_kids_fought_their_neighbour}",0,1850,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 8","gp",21,"d","!","{The_child}",1,2219,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 8","gp",11,"b","!","{The_lady_woke_herself_up}",1,2142,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 8","gp",23,"b","!","{The_mother_washed_herself}",1,4816,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 8","gp",13,"d","!","{The_boy}",1,1073,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 8","gp",1,"d","!","{The_lawyer}",0,2622,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 8","gp",10,"a","!","{The_two_soldiers_fought_the_General}",0,1242,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 8","gp",16,"c","!","{The_assistant}",1,2047,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 8","gp",3,"b","!","{The_two_journalists_met_the_president}",0,4865,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 8","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,4188,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 8","gp",8,"c","!","{Mary}",0,1163,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 8","gp",4,"c","!","{The_two_children}",0,2560,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 8","gp",24,"c","!","{The_director}",1,1034,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 8","gp",5,"d","!","{The_boy}",1,1574,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 8","gp",19,"b","!","{The_coach_calmed_the_basketball_player_down}",0,2868,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 8","gp",17,"d","!","{The_terrorist}",1,1790,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 8","gp",18,"a","!","{The_father_washed_the_baby}",0,2674,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 8","gp",15,"b","!","{The_aunt_dressed_the_boy}",0,2983,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 9","gp",17,"a","!","{The_two_men_fought_the_terrorist}",0,3229,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 9","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,4139,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 9","gp",12,"d","!","{The_baby}",1,2552,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 9","gp",13,"a","!","{The_girl_calmed_the_boy_down}",0,4959,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 9","gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,4269,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 9","gp",18,"b","!","{The_father_washed_the_baby}",0,4565,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 9","gp",15,"c","!","{The_boy}",1,2552,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 9","gp",21,"a","!","{Anna_dressed_the_child}",0,2766,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 9","gp",5,"a","!","{The_father_washed_the_boy}",0,2998,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 9","gp",8,"d","!","{The_boy}",1,1878,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 9","gp",2,"b","!","{The_mother_dressed_the_baby}",0,6026,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 9","gp",7,"c","!","{The_lady}",1,1804,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 9","gp",1,"a","!","{The_lawyer_calmed_the_man_down}",0,2667,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 9","gp",4,"d","!","{The_friend}",1,2821,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 9","gp",24,"d","!","{The_director}",1,2090,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 9","gp",3,"c","!","{The_two_journalists}",0,3352,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 9","gp",6,"b","!","{The_two_kids_fought_each_other}",1,2664,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 9","gp",19,"c","!","{The_coach}",0,2581,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 9","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,3159,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 9","gp",11,"c","!","{The_friend}",1,4445,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 9","gp",23,"c","!","{The_mother}",0,2851,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 9","gp",16,"d","!","{The_assistant}",1,2658,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 9","gp",20,"d","!","{The_man}",1,1731,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 9","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3110,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 10","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,6739,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 10","gp",18,"c","!","{The_father}",0,2234,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 10","gp",19,"d","!","{The_coach}",0,3329,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 10","gp",22,"c","!","{The_coach}",1,2024,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 10","gp",5,"b","!","{The_father_washed_himself}",1,12814,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 10","gp",11,"d","!","{The_friend}",1,2406,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 10","gp",7,"d","!","{The_lady}",1,2643,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 10","gp",15,"d","!","{The_boy}",1,1835,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 10","gp",12,"a","!","{The_nurse_washed_the_baby}",0,3640,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 10","gp",14,"c","!","{The_nurse}",1,2568,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 10","gp",6,"c","!","{The_neighbour}",1,3039,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 10","gp",23,"d","!","{The_child}",1,4472,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 10","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,4464,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 10","gp",10,"c","!","{The_General}",1,3179,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 10","gp",24,"a","!","{The_two_actresses_met_each_other}",1,5186,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 10","gp",17,"b","!","{The_two_men_fought_each_other}",1,5178,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 10","gp",16,"a","!","{The_researcher_woke_himself_up}",1,7342,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 10","gp",20,"a","!","{The_two_friends_met_each_other}",1,6516,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 10","gp",3,"d","!","{The_president}",1,3074,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 10","gp",21,"b","!","{Anna_dressed_herself}",1,4541,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 10","gp",4,"a","!","{The_two_children_hugged_each_other}",1,5121,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 10","gp",13,"b","!","{The_girl_calmed_herself_down}",1,5361,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 10","gp",8,"a","!","{Mary_dressed_herself}",1,3508,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 10","gp",2,"c","!","{The_baby}",1,3237,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 11","gp",19,"a","!","{The_coach_calmed_the_basketball_player_down}",0,4068,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 11","gp",17,"c","!","{The_terrorist}",1,1297,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 11","gp",12,"b","!","{The_nurse_washed_the_baby}",0,2693,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 11","gp",20,"b","!","{The_two_friends_met_the_man}",0,4788,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 11","gp",11,"a","!","{The_lady_woke_herself_up}",1,3318,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 11","gp",7,"a","!","{The_man_woke_himself_up}",1,3493,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 11","gp",2,"d","!","{The_baby}",1,1703,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 11","gp",13,"c","!","{The_boy}",1,3035,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 11","gp",9,"c","!","{The_singer}",1,3001,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 11","gp",4,"b","!","{The_two_children_hugged_each_other}",1,2905,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 11","gp",8,"b","!","{Mary_dressed_herself}",1,2585,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 11","gp",5,"c","!","{The_father}",0,1605,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 11","gp",1,"c","!","{The_man}",1,2691,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 11","gp",10,"d","!","{The_General}",1,1328,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 11","gp",14,"d","!","{The_nurse}",1,2060,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 11","gp",16,"b","!","{The_researcher_woke_himself_up}",1,4050,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 11","gp",18,"d","!","{The_baby}",1,2528,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 11","gp",24,"b","!","{The_two_actresses_met_each_other}",1,3436,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 11","gp",15,"a","!","{The_aunt_dressed_herself}",1,2873,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 11","gp",22,"d","!","{The_coach}",1,1507,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 11","gp",23,"a","!","{The_mother_washed_the_child}",0,2329,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
